query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection
18	query_1	TRUE	4.59285934802298e-07	915	51	16	0.313725490196078	0.0174863387978142	GO:0071824	GO:BP	protein-DNA complex organization	21031	17433	NAS,IBA,IDA IMP,IDA,IMP IBA,IMP ISS IBA IEA,IMP,IEA,IEA,NAS,IDA IBA NAS,IDA IMP IEA,IEA,IDA NAS IEA,IDA IEA,IBA	MED23,LMNA,MYC,RBM15,CDAN1,TRIM28,TOP1,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,DPY30,DR1
19	query_1	TRUE	1.28521841531953e-06	189	51	9	0.176470588235294	0.0476190476190476	GO:0006352	GO:BP	DNA-templated transcription initiation	21031	2152	TAS NAS,IDA,IDA NAS,IDA IBA NAS IEA,IMP,IEA,IDA,IDA,IBA	MED23,MED12,MED24,GTF2A2,KAT7,CAND1,DPY30,ELOA,DR1
20	query_1	TRUE	3.24066425587133e-06	22	51	5	0.0980392156862745	0.227272727272727	GO:0035493	GO:BP	SNARE complex assembly	21031	9372	NAS,NAS,NAS,NAS,NAS	VPS33A,VPS18,VPS41,VPS16,VPS39
21	query_1	TRUE	5.84830895953506e-06	53	51	6	0.117647058823529	0.113207547169811	GO:1904263	GO:BP	positive regulation of TORC1 signaling	21031	24281	IDA,IDA IBA,IDA IEA,IDA IBA,IDA IMP,IDA	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
22	query_1	TRUE	1.79820070777501e-05	577	51	12	0.235294117647059	0.0207972270363951	GO:0061919	GO:BP	process utilizing autophagic mechanism	21031	16215	IEA,IMP IEA,IEA,IDA IMP,IBA IEA,IMP IEA,IDA IMP IBA IEA,IDA,IDA IMP IBA IEA,IBA,IMP,IDA ISS ISO IBA IEA	VPS11,VPS33A,VPS18,FLCN,VPS41,VPS16,ATG9A,PEX5,VPS39,RRAGC,UBA5,RB1CC1
23	query_1	TRUE	1.79820070777501e-05	577	51	12	0.235294117647059	0.0207972270363951	GO:0006914	GO:BP	autophagy	21031	2592	IEA,IMP IEA,IEA,IDA IMP,IBA IEA,IMP IEA,IDA IMP IBA IEA,IDA,IDA IMP IBA IEA,IBA,IMP,IDA ISS ISO IBA IEA	VPS11,VPS33A,VPS18,FLCN,VPS41,VPS16,ATG9A,PEX5,VPS39,RRAGC,UBA5,RB1CC1
24	query_1	TRUE	4.18014624290586e-05	73	51	6	0.117647058823529	0.0821917808219178	GO:0032008	GO:BP	positive regulation of TOR signaling	21031	7578	IDA IMP IBA,IDA IMP IBA,IDA IMP IEA,IDA ISS IBA IEA,IDA IMP,IDA IMP IBA IEA	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
25	query_1	TRUE	0.000169094891642897	92	51	6	0.117647058823529	0.0652173913043478	GO:1903432	GO:BP	regulation of TORC1 signaling	21031	23592	IDA,IDA IBA,IDA IEA,IDA IBA,IDA IMP,IDA	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
26	query_1	TRUE	0.000187661186763148	2731	51	22	0.431372549019608	0.00805565726839985	GO:0008104	GO:BP	protein localization	21031	3157	IMP,IMP IEA,IEA,IDA IMP,IBA IEA,IEA,IDA IMP IEA,IMP ISS IBA IEA,IDA,IBA IEA,IMP,IEA,IDA,IBA,IMP IEA,IDA IMP IGI ISS IBA NAS IC IEA,IEA,IDA ISS,IDA,IDA IMP IBA TAS IEA,IDA,IMP IEA	PDCD10,LAMTOR3,VPS11,LAMTOR5,VPS33A,VPS18,LAMTOR1,LMNA,FLCN,VPS41,CDAN1,VPS16,TRIM28,ATG9A,ZMYND8,PEX5,VPS39,RRAGC,KAT7,PEX13,ATP1B3,LAMTOR2
27	query_1	TRUE	0.000201743007178094	2742	51	22	0.431372549019608	0.00802334062727936	GO:0070727	GO:BP	cellular macromolecule localization	21031	16772	IMP,IMP IEA,IEA,IDA IMP,IBA IEA,IEA,IDA IMP IEA,IMP ISS IBA IEA,IDA,IBA IEA,IMP,IEA,IDA,IBA,IMP IEA,IDA IMP IGI ISS IBA NAS IC IEA,IEA,IDA ISS,IDA,IDA IMP IBA TAS IEA,IDA,IMP IEA	PDCD10,LAMTOR3,VPS11,LAMTOR5,VPS33A,VPS18,LAMTOR1,LMNA,FLCN,VPS41,CDAN1,VPS16,TRIM28,ATG9A,ZMYND8,PEX5,VPS39,RRAGC,KAT7,PEX13,ATP1B3,LAMTOR2
28	query_1	TRUE	0.000246879148281806	98	51	6	0.117647058823529	0.0612244897959184	GO:0038202	GO:BP	TORC1 signaling	21031	10105	IDA NAS,IDA IBA NAS,IDA NAS IEA,IDA IBA,IDA IMP,IDA NAS	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
29	query_1	TRUE	0.000740291068986744	62	51	5	0.0980392156862745	0.0806451612903226	GO:0060261	GO:BP	positive regulation of transcription initiation by RNA polymerase II	21031	14944	NAS,IDA,IDA NAS,IDA,IEA	MED23,MED12,MED24,GTF2A2,CAND1
30	query_1	TRUE	0.00110282305421866	686	51	11	0.215686274509804	0.0160349854227405	GO:0006886	GO:BP	intracellular protein transport	21031	2571	IMP,IEA,IBA,IEA,IEA,IBA IEA,IEA,IDA,IDA IMP IGI ISS IBA NAS IC IEA,IEA,IDA IMP IBA TAS IEA	PDCD10,VPS11,VPS33A,VPS18,LMNA,VPS41,VPS16,TRIM28,PEX5,VPS39,PEX13
31	query_1	TRUE	0.00117955762147944	68	51	5	0.0980392156862745	0.0735294117647059	GO:2000144	GO:BP	positive regulation of DNA-templated transcription initiation	21031	26165	NAS,IDA,IDA NAS,IDA,IEA	MED23,MED12,MED24,GTF2A2,CAND1
32	query_1	TRUE	0.00136454918411378	70	51	5	0.0980392156862745	0.0714285714285714	GO:0051123	GO:BP	RNA polymerase II preinitiation complex assembly	21031	13948	NAS,NAS,IDA IBA NAS,IEA,IBA	MED23,MED24,GTF2A2,CAND1,DR1
33	query_1	TRUE	0.00146525003153087	71	51	5	0.0980392156862745	0.0704225352112676	GO:0008333	GO:BP	endosome to lysosome transport	21031	3199	IMP,IMP IBA,IMP,IMP,IMP	VPS33A,VPS18,VPS41,VPS16,VPS39
34	query_1	TRUE	0.00157172867181552	72	51	5	0.0980392156862745	0.0694444444444444	GO:0060260	GO:BP	regulation of transcription initiation by RNA polymerase II	21031	14943	NAS,IDA,IDA NAS,IDA,IEA	MED23,MED12,MED24,GTF2A2,CAND1
35	query_1	TRUE	0.0019740348024645	325	51	8	0.156862745098039	0.0246153846153846	GO:0016236	GO:BP	macroautophagy	21031	5240	IMP,IBA,IMP,IDA IMP IBA,IDA,IDA,IMP,IDA IBA IEA	VPS33A,VPS41,VPS16,ATG9A,PEX5,VPS39,UBA5,RB1CC1
36	query_1	TRUE	0.00257642137022159	232	51	7	0.137254901960784	0.0301724137931034	GO:0007033	GO:BP	vacuole organization	21031	2669	IMP,IDA IBA,ISS IEA,IDA,IBA IEA,IDA IMP IBA,IDA IBA IEA	VPS33A,VPS18,LAMTOR1,FLCN,VPS16,ATG9A,RB1CC1
37	query_1	TRUE	0.00266141258510896	80	51	5	0.0980392156862745	0.0625	GO:2000142	GO:BP	regulation of DNA-templated transcription initiation	21031	26163	NAS,IDA,IDA NAS,IDA,IEA	MED23,MED12,MED24,GTF2A2,CAND1
38	query_1	TRUE	0.00270906849166664	147	51	6	0.117647058823529	0.0408163265306122	GO:0032006	GO:BP	regulation of TOR signaling	21031	7576	IDA IMP IBA IEA,IDA IMP IBA,IDA IMP IEA,IDA ISS IBA IEA,IDA IMP IGI,IDA IMP IBA IEA	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
39	query_1	TRUE	0.00319679653267715	83	51	5	0.0980392156862745	0.0602409638554217	GO:0070897	GO:BP	transcription preinitiation complex assembly	21031	16856	NAS,NAS,IDA IBA NAS,IEA,IBA	MED23,MED24,GTF2A2,CAND1,DR1
40	query_1	TRUE	0.0032284215010508	3210	51	22	0.431372549019608	0.00685358255451713	GO:0033036	GO:BP	macromolecule localization	21031	8276	IMP,IMP IEA,IEA,IDA IMP,IBA IEA,IEA,IDA IMP IEA,IMP ISS IBA IEA,IDA,IBA IEA,IMP,IEA,IDA,IBA IEA,IMP IEA,IDA IMP IGI ISS IBA NAS IC IEA,IEA,IDA ISS,IDA,IDA IMP IBA TAS IEA,IDA,IMP IEA	PDCD10,LAMTOR3,VPS11,LAMTOR5,VPS33A,VPS18,LAMTOR1,LMNA,FLCN,VPS41,CDAN1,VPS16,TRIM28,ATG9A,ZMYND8,PEX5,VPS39,RRAGC,KAT7,PEX13,ATP1B3,LAMTOR2
41	query_1	TRUE	0.00381359354514869	86	51	5	0.0980392156862745	0.0581395348837209	GO:0071230	GO:BP	cellular response to amino acid stimulus	21031	16990	IDA IMP IBA,IDA IMP IBA,IDA IMP IBA IEA,ISS,IDA IMP IBA	LAMTOR3,LAMTOR5,LAMTOR1,RRAGC,LAMTOR2
42	query_1	TRUE	0.00568454778801194	167	51	6	0.117647058823529	0.0359281437125748	GO:0031929	GO:BP	TOR signaling	21031	7551	IDA IMP IBA NAS IEA,IDA IMP IBA NAS,IDA IMP NAS IEA,IDA IMP ISS IBA IEA,IDA IMP IGI,IDA IMP IBA NAS IEA	LAMTOR3,LAMTOR5,LAMTOR1,FLCN,RRAGC,LAMTOR2
43	query_1	TRUE	0.00571169026731206	1371	51	14	0.274509803921569	0.0102115244347192	GO:0046907	GO:BP	intracellular transport	21031	12847	IMP,IEA,IMP IBA,IMP IBA IEA,ISS IEA,IBA IEA,IMP IBA IEA,IMP,IMP IBA IEA,IDA,IDA IMP IGI ISS IBA NAS IC IEA,IDA IMP IEA,IDA IMP IBA TAS IEA,IMP	PDCD10,VPS11,VPS33A,VPS18,LAMTOR1,LMNA,VPS41,CDAN1,VPS16,TRIM28,PEX5,VPS39,PEX13,DPY30
44	query_1	TRUE	0.00592372721405918	94	51	5	0.0980392156862745	0.0531914893617021	GO:0071229	GO:BP	cellular response to acid chemical	21031	16989	IDA IMP IBA,IDA IMP IBA,IDA IMP IBA IEA,ISS,IDA IMP IBA	LAMTOR3,LAMTOR5,LAMTOR1,RRAGC,LAMTOR2
45	query_1	TRUE	0.00597472444086738	816	51	11	0.215686274509804	0.0134803921568627	GO:0006325	GO:BP	chromatin organization	21031	2145	IBA,IDA IMP,IDA,IMP IBA,IMP ISS IBA IEA,IMP,IEA,IEA,IDA IMP IEA,IDA NAS IEA,IDA IEA	LMNA,MYC,RBM15,CDAN1,TRIM28,TOP1,ZMYND8,KAT6A,KAT7,ARID2,DPY30
46	query_1	TRUE	0.0062329630609513	3621	51	23	0.450980392156863	0.00635183650925159	GO:0051641	GO:BP	cellular localization	21031	14309	IMP,IMP IEA,IEA,IDA IMP,IMP IBA IEA,EXP IDA IMP IBA IEA,IDA IMP ISS IEA,IMP ISS IBA IEA,IDA,IMP IBA IEA,IMP,IMP IBA IEA,IDA,IBA,IMP IEA,IDA IMP IGI ISS IBA NAS IC IEA,IDA IMP IEA,IDA ISS,IDA,IDA IMP IBA TAS IEA,IMP,IDA,IMP IEA	PDCD10,LAMTOR3,VPS11,LAMTOR5,VPS33A,VPS18,LAMTOR1,LMNA,FLCN,VPS41,CDAN1,VPS16,TRIM28,ATG9A,ZMYND8,PEX5,VPS39,RRAGC,KAT7,PEX13,DPY30,ATP1B3,LAMTOR2
47	query_1	TRUE	0.00655091172249284	3346	51	22	0.431372549019608	0.00657501494321578	GO:0031325	GO:BP	positive regulation of cellular metabolic process	21031	7374	IDA IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IDA,IEA,IDA IBA IEA,IDA IMP ISS IEA,IDA IMP IGI ISS NAS,IEA,IDA,IDA ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IDA IMP ISS IBA,IEA,IMP NAS,ISO IBA IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,CAB39,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,RB1CC1,DPY30
48	query_1	TRUE	0.00934154547074937	2603	51	19	0.372549019607843	0.0072992700729927	GO:0010557	GO:BP	positive regulation of macromolecule biosynthetic process	21031	4259	IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IEA,IDA IBA IEA,IMP,IDA IMP IGI ISS NAS,IEA,IDA,ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IMP ISS IBA,IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,DPY30
49	query_1	TRUE	0.00947352914986624	3420	51	22	0.431372549019608	0.0064327485380117	GO:0010604	GO:BP	positive regulation of macromolecule metabolic process	21031	4301	IDA IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IDA,IEA,IDA IBA IEA,IMP ISS IEA,IDA IMP IGI ISS NAS,IEA,IDA,IDA ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IDA IMP ISS IBA,IEA,IMP NAS,IBA IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,CAB39,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,RB1CC1,DPY30
50	query_1	TRUE	0.0117832651528161	1253	51	13	0.254901960784314	0.0103750997605746	GO:0045944	GO:BP	positive regulation of transcription by RNA polymerase II	21031	12135	IBA,NAS,IDA IBA,IBA IEA,IMP,IDA IMP,IEA,IPI IMP,IBA,IDA NAS,IDA,IBA,IEA	CCNC,MED23,MED12,MAX,FLCN,MYC,RBM15,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1
51	query_1	TRUE	0.0147759034157875	2685	51	19	0.372549019607843	0.00707635009310987	GO:0031328	GO:BP	positive regulation of cellular biosynthetic process	21031	7377	IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IEA,IDA IBA IEA,IMP,IDA IMP IGI ISS NAS,IEA,IDA,ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IMP ISS IBA,IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,DPY30
52	query_1	TRUE	0.01526886648183	2691	51	19	0.372549019607843	0.00706057227796358	GO:0006366	GO:BP	transcription by RNA polymerase II	21031	2164	IBA IEA,IBA TAS NAS,IDA IBA IEA,IDA IBA IEA,IMP IBA IEA,IDA IMP IBA,IEA,IEA,IEA,IPI IMP,IBA,IDA NAS,IDA IBA NAS IEA,IMP IBA,IEA,NAS,IDA,IDA TAS IEA,IDA ISS IBA IEA	CCNC,MED23,MED12,MAX,FLCN,MYC,RBM15,CDK8,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,DPY30,ELOA,DR1
53	query_1	TRUE	0.0165673717598585	2706	51	19	0.372549019607843	0.00702143385070214	GO:0009891	GO:BP	positive regulation of biosynthetic process	21031	3789	IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IEA,IDA IBA IEA,IMP,IDA IMP IGI ISS NAS,IEA,IDA,ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IMP ISS IBA,IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,DPY30
54	query_1	TRUE	0.017339369212534	117	51	5	0.0980392156862745	0.0427350427350427	GO:0006906	GO:BP	vesicle fusion	21031	2586	NAS,NAS,IMP IBA NAS IEA,NAS,IDA IBA NAS	VPS33A,VPS18,VPS41,VPS16,VPS39
55	query_1	TRUE	0.0188319926883358	119	51	5	0.0980392156862745	0.0420168067226891	GO:0090174	GO:BP	organelle membrane fusion	21031	18609	NAS,NAS,IMP IBA NAS IEA,NAS,IDA IBA NAS	VPS33A,VPS18,VPS41,VPS16,VPS39
56	query_1	TRUE	0.019280025573589	3569	51	22	0.431372549019608	0.00616419165032222	GO:0006351	GO:BP	DNA-templated transcription	21031	2151	IBA IEA,IDA IBA TAS NAS,IDA IBA IEA,IGI,IDA IBA IEA,IMP IBA IEA,IDA IMP ISS IBA IEA,IEA,IEA,IDA ISS IBA IEA,IPI IMP IEA,IDA ISS IBA IEA,IDA NAS,IDA IBA NAS IEA,NAS,IDA IMP ISS IBA TAS IEA,IEA,IEA,NAS IEA,IDA,IDA TAS IEA,IDA IMP ISS IBA IEA	CCNC,MED23,MED12,LAMTOR5,MAX,FLCN,MYC,RBM15,CDK8,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,RRAGC,KAT7,CAND1,ZNF592,ARID2,DPY30,ELOA,DR1
57	query_1	TRUE	0.0204041230520351	57	51	4	0.0784313725490196	0.0701754385964912	GO:0006473	GO:BP	protein acetylation	21031	2234	IEA,IDA IEA,IDA,IDA	NAA35,NAA30,KAT6A,KAT7
58	query_1	TRUE	0.0223386309383035	3601	51	22	0.431372549019608	0.00610941405165232	GO:0032774	GO:BP	RNA biosynthetic process	21031	8092	IBA IEA,IDA IBA TAS NAS,IDA IBA IEA,IGI,IDA IBA IEA,IMP IBA IEA,IDA IMP ISS IBA IEA,IEA,IEA,IDA ISS IBA IEA,IPI IMP IEA,IDA ISS IBA IEA,IDA NAS,IDA IBA NAS IEA,NAS,IDA IMP ISS IBA TAS IEA,IEA,IEA,NAS IEA,IDA,IDA TAS IEA,IDA IMP ISS IBA IEA	CCNC,MED23,MED12,LAMTOR5,MAX,FLCN,MYC,RBM15,CDK8,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,RRAGC,KAT7,CAND1,ZNF592,ARID2,DPY30,ELOA,DR1
59	query_1	TRUE	0.0227638504133371	1770	51	15	0.294117647058824	0.00847457627118644	GO:0033554	GO:BP	cellular response to stress	21031	8567	IDA IMP IGI,IC,IDA IEP,IDA,IDA ISS,IBA,IDA,IMP,IDA,IMP,IGI IBA,IDA IMP,IDA IEA,IDA,IMP NAS	PDCD10,CAB39,LMNA,FLCN,MYC,VPS41,TRIM28,ZMYND8,PEX5,KAT6A,RRAGC,UBA5,KAT7,PEX13,ARID2
60	query_1	TRUE	0.0235956853280231	3613	51	22	0.431372549019608	0.00608912261278716	GO:0006996	GO:BP	organelle organization	21031	2642	IMP IBA,IMP NAS,IDA IBA NAS IEA,ISS IEA,IMP ISS IBA IEA,IDA ISS IEA,IDA IMP,IMP IBA NAS IEA,IMP,IMP,IBA NAS IEA,IMP ISS IEA,IDA IMP IBA IEA,IDA IMP IBA,IEA,IDA IMP IGI ISS IBA NAS IC IEA,IDA IBA NAS,TAS,IMP,IDA IMP IBA TAS IEA,NAS,IDA IBA IEA	PDCD10,VPS33A,VPS18,LAMTOR1,LMNA,FLCN,MYC,VPS41,CSDE1,ZMYM4,VPS16,TRIM28,TOP1,ATG9A,ZMYND8,PEX5,VPS39,KAT6A,UBA5,PEX13,ARID2,RB1CC1
61	query_1	TRUE	0.0258348765898246	127	51	5	0.0980392156862745	0.0393700787401575	GO:0043200	GO:BP	response to amino acid	21031	10927	IDA IMP IBA,IDA IMP IBA,IDA IMP IBA IEA,IMP ISS,IDA IMP IBA	LAMTOR3,LAMTOR5,LAMTOR1,RRAGC,LAMTOR2
62	query_1	TRUE	0.0267643472758172	61	51	4	0.0784313725490196	0.0655737704918033	GO:0032786	GO:BP	positive regulation of DNA-templated transcription, elongation	21031	8100	NAS,IPI IMP,NAS,ISS	MED23,ZMYND8,MED24,KAT7
63	query_1	TRUE	0.0305589648275626	2052	51	16	0.313725490196078	0.00779727095516569	GO:0045935	GO:BP	positive regulation of nucleobase-containing compound metabolic process	21031	12127	IBA,NAS,IDA IBA,IDA IBA IEA,IMP,IDA IMP ISS,IEA,IDA,IDA ISS IEA,IPI IMP,IDA IBA,IDA NAS,IDA,IDA ISS IBA,IEA,IMP NAS	CCNC,MED23,MED12,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2
64	query_1	TRUE	0.0312951982952085	225	51	6	0.117647058823529	0.0266666666666667	GO:0040029	GO:BP	epigenetic regulation of gene expression	21031	10257	IBA,IMP,IDA,IMP ISS IEA,IMP,IDA	LMNA,MYC,RBM15,TRIM28,KAT7,DPY30
65	query_1	TRUE	0.031981094094803	3	51	2	0.0392156862745098	0.666666666666667	GO:0017196	GO:BP	N-terminal peptidyl-methionine acetylation	21031	5362	IEA,IDA IEA	NAA35,NAA30
66	query_1	TRUE	0.0323527710764185	2567	51	18	0.352941176470588	0.0070120763537203	GO:0006357	GO:BP	regulation of transcription by RNA polymerase II	21031	2157	IBA IEA,IBA TAS NAS,IDA IBA IEA,IDA IBA IEA,IMP IBA IEA,IDA IMP IBA,IEA,IEA,IEA,IPI IMP,IBA,IDA NAS,IDA,IBA,IEA,NAS,TAS,IDA ISS IEA	CCNC,MED23,MED12,MAX,FLCN,MYC,RBM15,CDK8,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,ELOA,DR1
67	query_1	TRUE	0.0334966932435344	134	51	5	0.0980392156862745	0.0373134328358209	GO:0007041	GO:BP	lysosomal transport	21031	2676	IMP,IMP IBA,IMP,IMP,IDA IMP	VPS33A,VPS18,VPS41,VPS16,VPS39
68	query_1	TRUE	0.0336903173368879	1600	51	14	0.274509803921569	0.00875	GO:0044248	GO:BP	cellular catabolic process	21031	11304	IEA,IMP IEA,IEA,IDA IMP,IBA IEA,IDA IMP,IMP IEA,IDA IMP IBA IEA,IDA IEA,IDA IMP IBA IEA,IBA,IMP,ISS IEA,IDA ISS ISO IBA IEA	VPS11,VPS33A,VPS18,FLCN,VPS41,CSDE1,VPS16,ATG9A,PEX5,VPS39,RRAGC,UBA5,PEX13,RB1CC1
69	query_1	TRUE	0.0347217175513527	135	51	5	0.0980392156862745	0.037037037037037	GO:0006354	GO:BP	DNA-templated transcription elongation	21031	2154	NAS,IPI IMP,NAS,ISS,IEA	MED23,ZMYND8,MED24,KAT7,ELOA
70	query_1	TRUE	0.036553160910191	3711	51	22	0.431372549019608	0.00592832120722177	GO:0009893	GO:BP	positive regulation of metabolic process	21031	3791	IDA IMP,IBA,IBA NAS IEA,IDA IBA,IGI,IDA,IEA,IDA IBA IEA,IDA IMP ISS IEA,IDA IMP IGI ISS NAS,IEA,IDA,IDA ISS IEA,IPI IMP,IDA IBA IEA,IDA NAS,IDA,IDA IMP ISS IBA,IEA,IMP NAS,ISO IBA IEA,IDA	PDCD10,CCNC,MED23,MED12,LAMTOR5,CAB39,LMNA,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1,ARID2,RB1CC1,DPY30
71	query_1	TRUE	0.0390962756224037	1852	51	15	0.294117647058824	0.00809935205183585	GO:0051254	GO:BP	positive regulation of RNA metabolic process	21031	14049	IBA,NAS,IDA IBA,IDA IBA IEA,IMP,IDA IMP ISS,IEA,IDA,ISS IEA,IPI IMP,IDA IBA,IDA NAS,IDA,ISS IBA,IEA	CCNC,MED23,MED12,MAX,FLCN,MYC,RBM15,CSDE1,TRIM28,ZMYND8,KAT6A,MED24,GTF2A2,KAT7,CAND1
